,0
0,-1.0846850437544622
0,-2.2166738608336782
0,-1.4694369038550326
0,-3.089149253296143
0,-1.884816479457277
0,-2.7279322173570635
0,-1.7903934497594436
0,-2.028030702152826
0,-2.5983099268304066
0,-2.778762429296082
0,-2.148687083335305
0,-1.7821691360603351
0,-1.2400057222678296
0,-2.055871276567177
0,-1.909557138308852
0,-1.929850087025864
0,-2.908732931788652
0,-1.2184875466591791
0,-2.63864212437444
0,-2.1062330094492343
0,-3.2226448069773803
0,-2.071291841661743
0,-2.215731998804031
0,-2.4705319067499416
0,-1.9992498212739898
0,-1.1608386483908093
0,-2.0390238621403376
0,-2.283938926506056
0,-2.529445801132804
0,-1.8843463230272643
0,-1.798495211026663
0,-1.3023806437322436
0,-1.9639816690629468
0,-1.679240348654874
0,-2.395795618988459
0,-1.6977337194282425
0,-1.0921382202208088
0,-2.34243706291625
0,-2.0098295398767423
0,-2.909620128678987
0,-1.245390968417196
0,-1.9516151582851398
0,-1.9116515349267673
0,-1.7604238175983955
0,-1.9547897388284854
0,-1.8053285253559928
0,-3.148809702361442
0,-1.6585347184229802
0,-2.243070155238359
0,-2.211492140028848
0,-1.1121723262304142
0,-2.3305565030630353
0,-1.747103675951036
0,-1.1710684188989546
0,-1.9850000738653313
0,-2.3722436347047298
0,-1.5625154635564324
0,-1.9129087776118516
0,-1.6529776695685787
0,-1.8242470427288895
0,-1.8627137865992238
0,-2.1984598123501238
0,-2.6950242938561852
0,-2.4712313420377674
0,-0.5850900618796293
0,-2.3666839690373704
0,-2.021667191362
0,-2.2143597758241125
0,-2.153826209515355
0,0.7972755678457629
0,-1.9935309407794732
0,-2.380873025504302
0,-2.212776916360124
0,-1.6844017668037188
0,-2.349196854107883
0,-2.24805114502462
0,-1.0517585737607043
0,-1.0649634029281843
0,-2.200705825009912
0,-1.5988414042679588
0,-1.5326004381627094
0,-1.6156269037412663
0,-2.1569661398570186
0,-1.8274938358415798
0,-1.262622154359791
0,-2.882773290603906
0,-1.8677703442803952
0,-2.038107472237588
0,-1.1682384719310002
0,-2.329575390071765
0,-2.2394867883798706
0,-2.0851043898798145
0,-1.7373595411956597
0,-2.717504372877247
0,-2.2454522511105077
0,-2.2082799524155647
0,-2.449165754068051
0,-1.0656323877235883
0,-2.5822938311370116
0,-1.2645922335547055
0,-1.919388463020795
0,-2.3650029562311863
0,-1.696227818161861
0,-2.215868378860757
0,-2.267340384645924
0,-2.128498251015776
0,-1.922618978208415
0,-1.0628593975433096
0,-2.597277228534744
0,-2.512230811470438
0,-1.537461975125489
0,-2.2793911807014653
0,-2.1530206472788658
0,-2.131764796955545
0,-1.148951209904414
0,-2.105278726947983
0,-2.160584715499871
0,-2.2312985688038247
0,-1.8869424213664352
0,-2.302727176364215
0,-1.4413775722376954
0,-1.4671666271185249
0,-1.8812209653743837
0,-1.9570589593778036
0,-2.433256104644894
0,-1.9373654456734974
0,-2.1919385292602644
0,-1.7666501398120598
