,0
0,-1.1003474866225147
0,-2.1984505693489473
0,-1.5053878040622688
0,-2.8950773909407754
0,-1.809085349851306
0,-2.8741696076694514
0,-1.8002673477252185
0,-1.7808300635117758
0,-2.3047699384991716
0,-2.517943656448065
0,-2.0055331063630044
0,-1.8338877098190602
0,-1.3288285870300212
0,-1.8336041763328226
0,-1.9747705915330782
0,-1.6977877957047758
0,-2.881026956104133
0,-2.010881313276084
0,-2.2391249928302663
0,-1.9467938661249553
0,-2.9123376151223406
0,-1.973904716561486
0,-2.0057305767641274
0,-2.45155665136663
0,-2.0980441561875773
0,-1.2066718725243009
0,-1.9226823733258394
0,-2.005044569745188
0,-2.254994498876421
0,-1.7322760935027892
0,-1.6298136789222823
0,-1.2881610801785304
0,-1.7394874061419516
0,-1.7674399450925833
0,-1.9969234722426876
0,-1.7158140234133523
0,-1.1905088361569949
0,-2.3705719511917116
0,-1.9878863761453915
0,-2.496433969883226
0,-1.233274681243058
0,-1.760424822884735
0,-1.8438749040048141
0,-1.5823300290996634
0,-1.8347504769847305
0,-1.5767514120104937
0,-2.027051557210652
0,-1.6046662033363812
0,-2.1456790592826174
0,-2.4572337359994574
0,-1.0993610336838031
0,-1.8527563084766001
0,-1.7158692211048312
0,-1.1833435250527555
0,-2.166575733229294
0,-2.2546702564761016
0,-1.5037593889463707
0,-1.9194188757858481
0,-1.663226646493662
0,-1.7392408290466892
0,-1.8026970237846467
0,-2.1414741325394933
0,-2.6428117319441142
0,-2.2436840980426274
0,-1.6189738629924835
0,-2.088981252686639
0,-1.9889865358704353
0,-2.74079776311561
0,-1.8668485820798812
0,-1.2259774471614449
0,-1.7019959652208767
0,-2.057350414206191
0,-2.1865091286893406
0,-1.8433157622516687
0,-2.4258147856031176
0,-2.209015067002915
0,-1.1653555248647331
0,-1.0661139963972597
0,-2.263519441111414
0,-1.6149964080871895
0,-1.5826806529812072
0,-1.6123542517242317
0,-2.2129718898230992
0,-1.8082628155025477
0,-1.5611095838410443
