,0
0,-1.1346186450203803
0,-2.232686795949755
0,-2.9052764534238147
0,-3.1026288200994734
0,-1.8873556904539959
0,-3.008299118946183
0,-1.837284994863168
0,-1.4255826792729045
0,-2.555009178116935
0,-2.80724094362057
0,-2.1640157743345387
0,-1.9240131644474143
0,-1.4254230657196534
0,-2.0682732782022457
0,-2.014362950402697
0,-1.9625589337997265
0,-3.00173364346362
0,-1.6430949353209738
0,-2.627588737261104
0,-2.0838130484520763
0,-3.22671299310645
0,-2.0656879986528542
0,-1.3838093353891843
0,-2.472044046801927
0,-2.0467569487147674
0,-1.2343997959988897
0,-2.0279800831165944
0,-2.2498305791352022
0,-2.4671741972645913
0,-1.8914103542866878
0,-1.7724801241318597
0,-1.2741740317057757
0,-2.364541970465842
0,-1.2370726511615409
0,-2.379921266109788
0,-1.798606645699048
0,-1.4316007953482477
0,-2.3487289906659305
0,-2.152657381801175
0,-3.0288274504766357
0,-1.2756442652418338
0,-2.1999091475416805
0,-1.9950199332926868
0,-1.8886193535811227
0,-2.1081465832982333
0,-1.850357499022974
0,-1.4766972707816626
0,-1.9559839906980665
0,-2.320970910385331
0,-2.38157864046158
0,-1.1101331852483112
0,-2.4214607380264197
0,-1.794924160583347
0,-2.1474048269987804
0,-2.028986715284065
0,-2.5579956655778706
0,-1.6057940365652017
0,-1.9081661056531234
0,-1.781168505113168
0,-1.940589145445638
0,-1.861604304383484
0,-2.2597119277724986
0,-2.8140650673744507
0,-2.385120142441086
0,-2.4665372918959667
0,-2.328346345626176
0,-2.0575646763694446
0,-1.6592873548214664
0,-2.1197979370025855
0,-2.5748717181715004
0,-2.001556635598547
0,-2.5588095583368666
0,-2.171108479654381
0,-1.8476688672209907
0,-2.400534610636122
0,-2.1644892857525155
0,-1.1348974028991718
0,-1.064745159302859
0,-2.3002462804760664
0,-1.6182856613066792
0,-1.5982509379586405
0,-1.7828966438565415
0,-2.3666511945378823
0,-1.9405787056037274
0,-2.497489767881614
0,-2.7367658060597493
0,-1.9055002416478537
0,-2.0735599558010356
0,-1.4105607848598922
0,-2.354933869375191
0,-2.4981246381805815
0,-1.9951862082102454
0,-1.8285537914724104
0,-2.8645623403986824
0,-2.211684784069105
0,-2.325725858572103
0,-2.423930334597458
0,-1.070017432478736
0,-2.5377354941602945
0,-1.5326307024278651
0,-1.9849211120983636
0,-2.544332463917777
0,-1.6520926794721356
0,-2.296873722753718
0,-2.3082882953793566
0,-2.2692320660058156
0,-2.109188390935375
0,-1.4498932151212671
0,-2.56774512416566
0,-2.574393360302137
0,-1.3981636211965183
0,-2.239843905925589
0,-1.3641457361962668
0,-2.133722004187279
0,-1.7528634822117004
0,-2.1275896554904725
0,-2.1323500166404874
0,-2.2596005397597407
0,-1.8585479851198834
0,-2.571128068721583
0,-1.4219508714671298
0,-1.5094167879474645
0,-1.9018750512498734
0,-1.968512654389215
0,-2.5770636758193746
0,-1.9963364455906736
0,-2.2055650745950914
0,-1.8420370151176384
0,-2.8723810968657326
0,-2.3775162347062215
0,-1.4028270433459318
0,-1.9872772143926252
0,-1.7954829964643737
0,-2.3301606264052706
0,-1.5403058661947362
0,-1.8125031464808357
0,-2.052491243308226
0,-1.3421467803862803
0,-2.059954548933427
0,-1.4229803651390796
0,-1.837231109913021
0,-2.0310103576438503
0,-2.7760517437607644
0,-2.2487045269205947
0,-2.2889724133344473
0,-2.0856277835818187
0,-1.1391323713617125
0,-1.6392485830068968
0,-2.225458093288086
0,-1.8250580105208902
0,-2.5267304665181936
0,-1.607947067548799
0,-2.5692408166422305
0,-1.3027969268012207
0,-1.9807419453971988
0,-2.0806788721911547
0,-2.2403717753145043
0,-2.463787137559063
0,-1.9369230756506417
0,-3.0289018151244695
0,-2.1303038151097424
0,-1.2415430660964677
0,-1.084440019017416
0,-1.9117773309878978
0,-1.850843309133426
0,-1.8094827094792394
0,-2.877881246729885
0,-1.9552854994307187
0,-2.228309315605986
0,-3.393575532740398
0,-1.0756789556094202
0,-1.9276504402138743
0,-1.7473893877390587
0,-2.1433962981289354
0,-2.0439175882360012
0,-2.1222208772356344
0,-1.6233987618774561
0,-1.9827562586973948
0,-1.7958321853044508
0,-3.0159767628489758
0,-2.1560052894967057
0,-2.2655452783213823
0,-1.994690267112358
0,-2.045960907357093
0,-2.9978296442093115
0,-2.0667236238018214
0,-2.1601877114303263
0,-2.4268161415118623
0,-1.9074819882861855
0,-1.4368689384174842
0,-1.3827853672583388
0,-3.6439142216893283
0,-2.741212073886114
0,-1.9751230312860548
0,-1.9365208050124891
0,-1.266073849339925
0,-2.984823686577431
0,-2.0626896615794124
0,-2.3833860973635623
0,-2.364091634022335
0,-1.9792145043043101
0,-2.5848827923612294
0,-2.2859523147837684
0,-2.3366338281918524
0,-1.8849680648764295
0,-2.312554710196483
0,-2.676083303938457
0,-2.2409589237536793
0,-2.1457936023692397
0,-2.7028642175020816
0,-2.0702634311258894
0,-2.7199472246570466
0,-2.3432144332711116
0,-2.033540644989768
0,-1.826730845209071
0,-2.2719108391385445
0,-2.489144491511916
0,-2.443781959707961
0,-1.753198962595675
0,-2.050600998844958
0,-2.1830806964495175
0,-2.7845779255942555
0,-2.101687851502301
0,-1.9747437868911288
0,-2.9688785338430357
0,-1.785243250335802
0,-1.924272510447621
0,-2.5912108872804738
0,-2.044736440202755
0,-1.3280492700614177
0,-1.4736198582215458
0,-2.3752764363673133
0,-2.485319202047732
0,-2.503011887328642
0,-2.2899156479753198
0,-2.941070931396456
0,-1.9614269512284455
0,-2.3789290576380133
0,-2.550769599275206
0,-1.9046868422204326
0,-1.8890505689574149
0,-2.3425335077126634
0,-1.9296514560041038
0,-1.428818917658119
0,-1.8977484992303324
0,-2.100760340479247
