,getHRP,getHRP2,getIVP,risk_parity,GMVPortfolio,GMVLOPortfolio,max_div_port,ewPortfolio
0,0.5438857828863519,0.3429932176084163,0.5133307198632795,0.5196655485574762,0.49324211113609473,0.45651028999042587,0.5469325072410938,0.6096907106258329
1,-0.10743172727011874,-0.1028511743067213,-0.16142081296854305,0.006341071937894682,-0.2645288066897845,-0.18440818443674845,0.04697367189521784,0.3590695929788237
2,0.07066173697580758,0.11514746851230595,0.10657443043929771,0.20069663866428433,0.15546016552095132,0.16517680049783,0.16531117798882833,0.3531558755282873
3,-0.012720189746421973,0.010322360830873789,0.04650167577062003,0.11838180242210905,0.10886056480175421,0.07251616338835487,-0.018278521660015645,0.360372644017497
4,0.11102068079076077,0.1578323196711926,0.24385860149848093,0.22791555105799377,0.3409196606294087,0.09260680687787137,0.09247304949290425,0.2787521503861734
5,0.24069569589134598,0.24199112203207318,0.20467735121073516,0.2849547588779684,-0.23004213316814293,0.05151602435339475,0.14444791017995295,0.5113777009534248
6,0.6382322621914576,0.6637717105585357,0.7112452718938251,0.6438335522337628,0.9184562909088396,0.8149091930303503,0.6789440676429879,0.43938776635936483
7,0.3236868640259074,0.3077387888148937,0.43182641261640753,0.36782448735603723,0.056835882796378856,0.0874041752693544,0.058232616798826964,0.49680535724438557
8,0.22578490565865073,0.3458108511470013,0.3004526204525917,0.41545009244633135,0.20991486569227558,0.2432714213552618,0.4643212717601024,0.4216320900713004
9,-0.0319120305488646,0.05901339737499223,0.048478778310592885,0.10339521948257513,0.06708065028923871,0.023979937240607763,-0.06628494664273976,0.2648413361234785
10,-0.043979063930319806,-0.047771583812183493,-0.0902432033791648,0.07491051428337525,-0.18848486779170093,-0.1353784892551365,0.0941675463214171,0.43935720717342375
11,0.09148498795525994,0.06369384441303816,0.0179606677657429,0.21793359896011588,-0.11063939730569672,-0.04029391809659477,0.23623759691967328,0.6324028958676333
12,0.21760315065755265,0.2168477016609449,0.2001878115411566,0.2759643190939105,0.06134578972769922,0.15672324181050978,0.3767038760547319,0.24871517808439325
13,0.3148994529379039,0.5188155291276844,0.5101818300721326,0.4991247021339946,0.7515271823775276,0.7616346998527002,0.4476348201421796,0.35539481422817865
14,0.5904238111068494,0.47392244654592486,0.7763725443752179,0.6380778550907729,1.3011841803685416,0.7611224633570208,0.3690507976879118,0.42917584249811114
15,-0.0617462872363751,-0.08533113456561425,-0.1554443517198305,-0.015006408051077447,-0.23465343657961069,-0.17876690244575177,0.14785924994532462,0.34507802860122805
16,-0.01515657067938081,0.06505302666697843,0.006540610341991382,0.1269380773094264,0.2078380790296488,0.11178683279541568,0.2334443419582728,0.5541461136337156
17,0.6252642277111138,0.5760851636250814,0.8019994927863439,0.70775812101454,0.2512513979140436,0.2541710694355941,0.22248915792278723,0.7401824184883856
18,0.31224880220477935,0.12430615445300441,0.39821136448106587,0.3574254425710528,0.14566003016089057,0.12619531300717046,0.00879268277703904,0.4475630302592455
19,0.12975068632380915,0.11704378385210035,0.22982725577066843,0.24550556968987736,0.3362680846714403,0.28494319188405526,0.0202817921724745,0.4803783630953311
20,0.35468717315455867,0.33476156830894555,0.7527025620950343,0.5250100777902316,0.562837528997338,0.5280082460622069,0.16171658385680354,0.5256228367114153
21,0.02039872272193599,0.09821858482885437,0.18347426217170693,0.19521635648476554,-0.15173767662704618,-0.10022558632054834,0.003731490082413247,0.22951121914568118
22,0.18358909878972707,0.10962162844616818,0.156712508730664,0.2246256744235562,0.20646802853128277,0.19617138854416738,0.1401676076345495,0.44847086543149683
23,0.7609472003095052,0.7711189574434831,0.8239155754278289,0.7439223095290868,0.8636637373895346,0.8620890175796079,0.31888744694560667,0.46346955336788875
24,0.12692083965147383,0.12096738846736033,0.050191351926377026,0.18368951289832003,0.6088021100430112,0.2889407088754803,0.3854292940516988,0.364680786544221
25,0.06524736023569777,0.11950203994614816,0.1158140835671353,0.15483414541840967,-0.0963480634732008,-0.055864759394947616,0.02179486692197119,0.2770497492796866
26,0.09983540484531139,0.11136195642590829,0.2006643724371704,0.1988528837648178,-0.15683861947593503,-0.15180071995940814,-0.0746639374328445,0.26160358989544985
27,0.013368123201989546,0.01538660042636053,-0.0005064534954347666,0.12527193662386948,-0.07022583132202376,-0.02387441510255983,0.17900447038429235,0.5671989309259511
28,0.03310830378168661,0.03482120304542291,0.11539313272361906,0.19867226799736826,0.5393243448464318,0.2854306504560056,0.23523455451547193,0.4179770790649946
29,0.026973610564980266,0.056569398885669475,-0.020356798071219706,0.1281918799249271,-0.12736022787176882,-0.06311718155076174,0.16847159193529704,0.5035114824777664
30,-0.01382454851940107,-0.06327571383828567,-0.07254524808530605,0.08772100076516276,-0.13054504401468292,-0.11614872258625464,0.12303194066834289,0.46988808711730057
31,0.07258860332566974,0.10228379981772573,0.1456106663881087,0.21551721559002024,0.5377643104073424,0.26529320181608673,0.27693592702897196,0.41504848870734445
32,0.11183877047380908,0.15413533365701393,0.1688183105441683,0.26841277525305696,0.22244725189258063,0.23031332703882534,0.30397778420992627,0.5420396308407538
33,0.052620461757344916,0.06782071601773842,0.10039272839120583,0.14106231577127937,0.481723404147937,0.23573324739830004,0.18605562967576517,0.4184741439027113
34,-0.06323096999149713,-0.09249332082868955,-0.14816649947927052,-0.021685223805721354,-0.1781701125196874,-0.12982300446664152,0.07805418726718938,0.3888365972045158
35,-0.016174298751469696,-0.061358249510147345,-0.08555129052891652,0.012100443585416842,-0.13523033767798887,-0.14904684866424944,0.06918842975020278,0.41635945221234394
36,0.04658400460231604,0.041560449614491235,0.051039241844699434,0.14372479728286436,0.2193463830240041,0.11292213691502373,0.19010871941820495,0.3320996917471575
37,0.8080248954727574,0.6517620122370766,0.8387398975480762,0.6922940890074094,0.09750192473300245,0.4782084561644995,0.42916334994127525,0.5110231735420141
38,0.10677312391378413,0.11088951871270591,0.21156843201348408,0.1681156094553955,-0.06339388297258397,-0.05587669065034884,-0.0718032440169395,0.3057918960357833
39,-0.012045024187041675,0.04290685371967329,0.014857074975122897,0.1557218054182754,-0.028680410961121172,-0.029812029110297344,0.19766106166010178,0.5763502289076761
40,-0.07731685158038093,-0.0889301384099781,-0.13920492422556163,-0.04394518221895771,-0.20423459134422473,-0.15015847066953303,2.2664075586487087e-05,0.3813773030084173
41,0.17780706910650035,0.16002638003383507,0.14011584904336916,0.23000260564168085,0.6127054557848663,0.3840261662909694,0.4495440580970096,0.3877458346604996
42,0.006860371279889366,0.0023267069771977233,0.021671598382198898,0.09238321259112547,-0.14551511578937282,-0.14234385166580954,-0.057541597075748574,0.33002908477064885
43,0.31471474453870085,0.2626454077174343,0.47133372323015665,0.42227054592654256,0.6436300599545517,0.48385557250541966,0.3124250271707858,0.5823511468969009
44,0.21793281210678983,0.11859543570048037,0.08508976828761816,0.22190285528120968,0.14805947543499998,0.2349631139297248,-0.030656389665499217,0.4030249571190647
45,0.15146952885704268,0.05983326198817984,0.3504115328042825,0.2893795360776177,0.19081738560258832,0.22106562333769553,0.20597658034805733,0.41904556556501027
46,0.10089097444211115,0.1355517677845517,0.22006823503682393,0.3084831028533519,0.4698445904347055,0.21990899159713106,0.10014771455768146,0.5702958472704494
47,0.008170217540754088,0.0297200761242693,0.008589247613500106,0.09887262597588165,-0.1335512545311065,0.01424908124879476,0.05670872658711312,0.2686456211511272
48,0.2573632000026991,0.25599533735181645,0.2804744037455946,0.3172853992853404,0.43167992092681384,0.3036009612447008,0.4216706873566858,0.3466114268242342
49,0.06611118102419478,0.02654218877227743,0.08226248723905805,0.16840396416808212,0.004883429697394526,-0.05564872347957528,0.0012696575083088746,0.386295482761535
50,0.0953016020498978,0.11784743646525953,0.0985805939739659,0.18125214936069245,0.03052396541379432,0.033287253501211644,0.25567647448432584,0.20985739530274516
